,block,site,year,plot,experiment,treatment,date,format,gcc_mean,doy,dom,month,nitrogen,deluge.date.1,deluge.date.2
237,a,sgs,2022,7,change,n,7/17/2022,JPEG,0.333556884,198,17,7,7.5,6/27/2022,6/28/2022
238,a,sgs,2022,7,change,n,7/20/2022,JPEG,0.333973209,201,20,7,7.5,6/27/2022,6/28/2022
239,a,sgs,2022,7,change,n,7/23/2022,JPEG,0.335358277,204,23,7,7.5,6/27/2022,6/28/2022
240,a,sgs,2022,7,change,n,7/26/2022,JPEG,0.335870049,207,26,7,7.5,6/27/2022,6/28/2022
241,a,sgs,2022,7,change,n,7/29/2022,JPEG,0.332625882,210,29,7,7.5,6/27/2022,6/28/2022
242,a,sgs,2022,7,change,n,8/12/2022,JPEG,0.333623735,224,12,8,7.5,6/27/2022,6/28/2022
243,a,sgs,2022,7,change,n,8/26/2022,JPEG,0.334748657,238,26,8,7.5,6/27/2022,6/28/2022
268,a,sgs,2022,7,change,n,7/3/2022,JPEG,0.334849257,184,3,7,7.5,6/27/2022,6/28/2022
269,a,sgs,2022,7,change,n,6/25/2022,JPEG,0.335289379,176,25,6,7.5,6/27/2022,6/28/2022
270,a,sgs,2022,7,change,n,6/27/2022,JPEG,0.335410801,178,27,6,7.5,6/27/2022,6/28/2022
271,a,sgs,2022,7,change,n,6/29/2022,JPEG,0.331984246,180,29,6,7.5,6/27/2022,6/28/2022
272,a,sgs,2022,7,change,n,7/5/2022,JPEG,0.333416237,186,5,7,7.5,6/27/2022,6/28/2022
273,a,sgs,2022,8,change,n,6/25/2022,JPEG,0.336462826,176,25,6,2.5,6/27/2022,6/28/2022
274,a,sgs,2022,8,change,n,7/11/2022,JPEG,0.336730842,192,11,7,2.5,6/27/2022,6/28/2022
275,a,sgs,2022,8,change,n,7/14/2022,JPEG,0.336256651,195,14,7,2.5,6/27/2022,6/28/2022
276,a,sgs,2022,8,change,n,7/17/2022,JPEG,0.335705142,198,17,7,2.5,6/27/2022,6/28/2022
277,a,sgs,2022,8,change,n,7/20/2022,JPEG,0.335894936,201,20,7,2.5,6/27/2022,6/28/2022
278,a,sgs,2022,8,change,n,7/23/2022,JPEG,0.335449572,204,23,7,2.5,6/27/2022,6/28/2022
279,a,sgs,2022,8,change,n,7/26/2022,JPEG,0.33606471,207,26,7,2.5,6/27/2022,6/28/2022
280,a,sgs,2022,8,change,n,7/29/2022,JPEG,0.335250703,210,29,7,2.5,6/27/2022,6/28/2022
281,a,sgs,2022,8,change,n,8/12/2022,JPEG,0.333065708,224,12,8,2.5,6/27/2022,6/28/2022
282,a,sgs,2022,8,change,n,8/26/2022,JPEG,0.334161768,238,26,8,2.5,6/27/2022,6/28/2022
307,a,sgs,2022,8,change,n,7/3/2022,JPEG,0.336315795,184,3,7,2.5,6/27/2022,6/28/2022
308,a,sgs,2022,8,change,n,7/5/2022,JPEG,0.335841242,186,5,7,2.5,6/27/2022,6/28/2022
309,a,sgs,2022,8,change,n,6/27/2022,JPEG,0.335835251,178,27,6,2.5,6/27/2022,6/28/2022
310,a,sgs,2022,8,change,n,6/29/2022,JPEG,0.334925678,180,29,6,2.5,6/27/2022,6/28/2022
311,a,sgs,2022,8,change,n,7/8/2022,JPEG,0.335895707,189,8,7,2.5,6/27/2022,6/28/2022
382,b,sgs,2022,10,change,n,7/20/2022,JPEG,0.334371696,201,20,7,2.5,6/27/2022,6/28/2022
383,b,sgs,2022,11,change,n,6/27/2022,JPEG,0.33551591,178,27,6,7.5,6/27/2022,6/28/2022
384,b,sgs,2022,10,change,n,8/12/2022,JPEG,0.334601716,224,12,8,2.5,6/27/2022,6/28/2022
385,b,sgs,2022,11,change,n,6/25/2022,JPEG,0.337998254,176,25,6,7.5,6/27/2022,6/28/2022
388,b,sgs,2022,10,change,n,8/26/2022,JPEG,0.333896488,238,26,8,2.5,6/27/2022,6/28/2022
389,b,sgs,2022,10,change,n,7/23/2022,JPEG,0.334008153,204,23,7,2.5,6/27/2022,6/28/2022
390,b,sgs,2022,10,change,n,7/29/2022,JPEG,0.33437333,210,29,7,2.5,6/27/2022,6/28/2022
395,b,sgs,2022,10,change,n,7/14/2022,JPEG,0.335406206,195,14,7,2.5,6/27/2022,6/28/2022
396,b,sgs,2022,10,change,n,7/17/2022,JPEG,0.334320537,198,17,7,2.5,6/27/2022,6/28/2022
398,b,sgs,2022,11,change,n,8/26/2022,JPEG,0.332470033,238,26,8,7.5,6/27/2022,6/28/2022
400,b,sgs,2022,11,change,n,6/29/2022,JPEG,0.334779347,180,29,6,7.5,6/27/2022,6/28/2022
401,b,sgs,2022,11,change,n,7/3/2022,JPEG,0.336937523,184,3,7,7.5,6/27/2022,6/28/2022
402,b,sgs,2022,11,change,n,7/8/2022,JPEG,0.336113467,189,8,7,7.5,6/27/2022,6/28/2022
405,b,sgs,2022,11,change,n,7/14/2022,JPEG,0.336265318,195,14,7,7.5,6/27/2022,6/28/2022
407,b,sgs,2022,11,change,n,7/20/2022,JPEG,0.334826328,201,20,7,7.5,6/27/2022,6/28/2022
408,b,sgs,2022,11,change,n,7/23/2022,JPEG,0.335403253,204,23,7,7.5,6/27/2022,6/28/2022
409,b,sgs,2022,11,change,n,7/29/2022,JPEG,0.333642595,210,29,7,7.5,6/27/2022,6/28/2022
410,b,sgs,2022,11,change,n,8/12/2022,JPEG,0.334999939,224,12,8,7.5,6/27/2022,6/28/2022
411,b,sgs,2022,12,change,n,7/11/2022,JPEG,0.335797331,192,11,7,20,6/27/2022,6/28/2022
418,b,sgs,2022,12,change,n,6/25/2022,JPEG,0.336182783,176,25,6,20,6/27/2022,6/28/2022
419,b,sgs,2022,11,change,n,7/17/2022,JPEG,0.334350962,198,17,7,7.5,6/27/2022,6/28/2022
420,b,sgs,2022,12,change,n,6/29/2022,JPEG,0.332159426,180,29,6,20,6/27/2022,6/28/2022
421,b,sgs,2022,12,change,n,7/17/2022,JPEG,0.331064982,198,17,7,20,6/27/2022,6/28/2022
422,b,sgs,2022,12,change,n,7/5/2022,JPEG,0.336978285,186,5,7,20,6/27/2022,6/28/2022
423,b,sgs,2022,12,change,n,7/8/2022,JPEG,0.3327226,189,8,7,20,6/27/2022,6/28/2022
425,b,sgs,2022,12,change,n,7/3/2022,JPEG,0.333619996,184,3,7,20,6/27/2022,6/28/2022
430,b,sgs,2022,12,change,n,7/29/2022,JPEG,0.328027414,210,29,7,20,6/27/2022,6/28/2022
431,b,sgs,2022,12,change,n,8/12/2022,JPEG,0.33058281,224,12,8,20,6/27/2022,6/28/2022
432,b,sgs,2022,12,change,n,6/27/2022,JPEG,0.336026944,178,27,6,20,6/27/2022,6/28/2022
440,b,sgs,2022,11,change,n,7/11/2022,JPEG,0.33672548,192,11,7,7.5,6/27/2022,6/28/2022
441,b,sgs,2022,11,change,n,7/5/2022,JPEG,0.337689517,186,5,7,7.5,6/27/2022,6/28/2022
442,b,sgs,2022,12,change,n,7/23/2022,JPEG,0.335500682,204,23,7,20,6/27/2022,6/28/2022
443,b,sgs,2022,10,change,n,6/25/2022,JPEG,0.337378967,176,25,6,2.5,6/27/2022,6/28/2022
444,b,sgs,2022,12,change,n,7/20/2022,JPEG,0.332129842,201,20,7,20,6/27/2022,6/28/2022
445,b,sgs,2022,12,change,n,8/26/2022,JPEG,0.332883354,238,26,8,20,6/27/2022,6/28/2022
446,b,sgs,2022,10,change,n,7/3/2022,JPEG,0.337089361,184,3,7,2.5,6/27/2022,6/28/2022
447,b,sgs,2022,10,change,n,7/5/2022,JPEG,0.336802113,186,5,7,2.5,6/27/2022,6/28/2022
448,b,sgs,2022,10,change,n,7/8/2022,JPEG,0.336108467,189,8,7,2.5,6/27/2022,6/28/2022
449,b,sgs,2022,10,change,n,7/11/2022,JPEG,0.337211178,192,11,7,2.5,6/27/2022,6/28/2022
450,b,sgs,2022,13,change,n,6/25/2022,JPEG,0.337530554,176,25,6,5,6/27/2022,6/28/2022
451,b,sgs,2022,13,change,n,7/20/2022,JPEG,0.333487077,201,20,7,5,6/27/2022,6/28/2022
452,b,sgs,2022,13,change,n,7/29/2022,JPEG,0.332128683,210,29,7,5,6/27/2022,6/28/2022
453,b,sgs,2022,13,change,n,8/12/2022,JPEG,0.33150136,224,12,8,5,6/27/2022,6/28/2022
454,b,sgs,2022,13,change,n,8/26/2022,JPEG,0.333131332,238,26,8,5,6/27/2022,6/28/2022
456,b,sgs,2022,12,change,n,7/14/2022,JPEG,0.333914,195,14,7,20,6/27/2022,6/28/2022
458,b,sgs,2022,10,change,n,6/29/2022,JPEG,0.335889092,180,29,6,2.5,6/27/2022,6/28/2022
496,b,sgs,2022,13,change,n,6/29/2022,JPEG,0.33395683,180,29,6,5,6/27/2022,6/28/2022
497,b,sgs,2022,10,change,n,6/27/2022,JPEG,0.334638715,178,27,6,2.5,6/27/2022,6/28/2022
505,b,sgs,2022,14,change,n,6/25/2022,JPEG,0.333271253,176,25,6,30,6/27/2022,6/28/2022
507,b,sgs,2022,14,change,n,6/29/2022,JPEG,0.332180486,180,29,6,30,6/27/2022,6/28/2022
508,b,sgs,2022,14,change,n,7/3/2022,JPEG,0.333347527,184,3,7,30,6/27/2022,6/28/2022
509,b,sgs,2022,14,change,n,7/5/2022,JPEG,0.335879414,186,5,7,30,6/27/2022,6/28/2022
510,b,sgs,2022,14,change,n,6/27/2022,JPEG,0.333942552,178,27,6,30,6/27/2022,6/28/2022
511,b,sgs,2022,14,change,n,7/11/2022,JPEG,0.336018764,192,11,7,30,6/27/2022,6/28/2022
512,b,sgs,2022,14,change,n,7/14/2022,JPEG,0.330257906,195,14,7,30,6/27/2022,6/28/2022
513,b,sgs,2022,14,change,n,7/17/2022,JPEG,0.330613682,198,17,7,30,6/27/2022,6/28/2022
514,b,sgs,2022,14,change,n,7/20/2022,JPEG,0.331383382,201,20,7,30,6/27/2022,6/28/2022
515,b,sgs,2022,14,change,n,7/23/2022,JPEG,0.333539159,204,23,7,30,6/27/2022,6/28/2022
516,b,sgs,2022,14,change,n,7/29/2022,JPEG,0.332365065,210,29,7,30,6/27/2022,6/28/2022
517,b,sgs,2022,14,change,n,8/12/2022,JPEG,0.332103125,224,12,8,30,6/27/2022,6/28/2022
518,b,sgs,2022,14,change,n,8/26/2022,JPEG,0.331073592,238,26,8,30,6/27/2022,6/28/2022
541,b,sgs,2022,14,change,n,7/8/2022,JPEG,0.332662704,189,8,7,30,6/27/2022,6/28/2022
542,b,sgs,2022,15,change,n,6/25/2022,JPEG,0.335938325,176,25,6,10,6/27/2022,6/28/2022
543,b,sgs,2022,15,change,n,6/29/2022,JPEG,0.334377257,180,29,6,10,6/27/2022,6/28/2022
544,b,sgs,2022,15,change,n,7/3/2022,JPEG,0.334935712,184,3,7,10,6/27/2022,6/28/2022
545,b,sgs,2022,15,change,n,7/5/2022,JPEG,0.33707336,186,5,7,10,6/27/2022,6/28/2022
546,b,sgs,2022,15,change,n,6/27/2022,JPEG,0.336340929,178,27,6,10,6/27/2022,6/28/2022
547,b,sgs,2022,15,change,n,7/11/2022,JPEG,0.336194459,192,11,7,10,6/27/2022,6/28/2022
548,b,sgs,2022,15,change,n,7/14/2022,JPEG,0.33353843,195,14,7,10,6/27/2022,6/28/2022
549,b,sgs,2022,15,change,n,7/17/2022,JPEG,0.333073278,198,17,7,10,6/27/2022,6/28/2022
550,b,sgs,2022,15,change,n,7/8/2022,JPEG,0.332045274,189,8,7,10,6/27/2022,6/28/2022
551,b,sgs,2022,15,change,n,7/23/2022,JPEG,0.33573158,204,23,7,10,6/27/2022,6/28/2022
552,b,sgs,2022,15,change,n,7/29/2022,JPEG,0.330313894,210,29,7,10,6/27/2022,6/28/2022
553,b,sgs,2022,15,change,n,8/12/2022,JPEG,0.332978454,224,12,8,10,6/27/2022,6/28/2022
554,b,sgs,2022,15,change,n,8/26/2022,JPEG,0.331587403,238,26,8,10,6/27/2022,6/28/2022
576,b,sgs,2022,13,change,n,7/23/2022,JPEG,0.336174378,204,23,7,5,6/27/2022,6/28/2022
577,b,sgs,2022,15,change,n,7/20/2022,JPEG,0.332305493,201,20,7,10,6/27/2022,6/28/2022
579,b,sgs,2022,13,change,n,7/5/2022,JPEG,0.336912263,186,5,7,5,6/27/2022,6/28/2022
580,b,sgs,2022,13,change,n,7/8/2022,JPEG,0.334123715,189,8,7,5,6/27/2022,6/28/2022
581,b,sgs,2022,13,change,n,7/11/2022,JPEG,0.336870018,192,11,7,5,6/27/2022,6/28/2022
582,b,sgs,2022,13,change,n,7/14/2022,JPEG,0.334165161,195,14,7,5,6/27/2022,6/28/2022
583,b,sgs,2022,13,change,n,7/17/2022,JPEG,0.332881282,198,17,7,5,6/27/2022,6/28/2022
588,b,sgs,2022,16,change,n,6/25/2022,JPEG,0.336635825,176,25,6,15,6/27/2022,6/28/2022
589,b,sgs,2022,16,change,n,8/26/2022,JPEG,0.332832687,238,26,8,15,6/27/2022,6/28/2022
591,b,sgs,2022,16,change,n,6/29/2022,JPEG,0.334334816,180,29,6,15,6/27/2022,6/28/2022
592,b,sgs,2022,16,change,n,7/3/2022,JPEG,0.335026666,184,3,7,15,6/27/2022,6/28/2022
593,b,sgs,2022,16,change,n,7/5/2022,JPEG,0.337306136,186,5,7,15,6/27/2022,6/28/2022
594,b,sgs,2022,16,change,n,7/8/2022,JPEG,0.334807609,189,8,7,15,6/27/2022,6/28/2022
595,b,sgs,2022,16,change,n,7/11/2022,JPEG,0.335784712,192,11,7,15,6/27/2022,6/28/2022
596,b,sgs,2022,16,change,n,7/14/2022,JPEG,0.333639238,195,14,7,15,6/27/2022,6/28/2022
597,b,sgs,2022,16,change,n,7/17/2022,JPEG,0.332761128,198,17,7,15,6/27/2022,6/28/2022
598,b,sgs,2022,16,change,n,7/20/2022,JPEG,0.332445865,201,20,7,15,6/27/2022,6/28/2022
599,b,sgs,2022,16,change,n,7/23/2022,JPEG,0.336034911,204,23,7,15,6/27/2022,6/28/2022
600,b,sgs,2022,16,change,n,7/29/2022,JPEG,0.332753034,210,29,7,15,6/27/2022,6/28/2022
603,b,sgs,2022,16,change,n,6/27/2022,JPEG,0.338764581,178,27,6,15,6/27/2022,6/28/2022
616,b,sgs,2022,13,change,n,6/27/2022,JPEG,0.337128182,178,27,6,5,6/27/2022,6/28/2022
618,b,sgs,2022,13,change,n,7/3/2022,JPEG,0.335544774,184,3,7,5,6/27/2022,6/28/2022
634,b,sgs,2022,9,change,n,6/25/2022,JPEG,0.337558906,176,25,6,0,6/27/2022,6/28/2022
635,b,sgs,2022,9,change,n,6/27/2022,JPEG,0.337038767,178,27,6,0,6/27/2022,6/28/2022
636,b,sgs,2022,9,change,n,6/29/2022,JPEG,0.336833704,180,29,6,0,6/27/2022,6/28/2022
637,b,sgs,2022,9,change,n,7/3/2022,JPEG,0.336841069,184,3,7,0,6/27/2022,6/28/2022
638,b,sgs,2022,9,change,n,7/5/2022,JPEG,0.337426271,186,5,7,0,6/27/2022,6/28/2022
639,b,sgs,2022,9,change,n,7/8/2022,JPEG,0.336666159,189,8,7,0,6/27/2022,6/28/2022
640,b,sgs,2022,9,change,n,7/11/2022,JPEG,0.336765732,192,11,7,0,6/27/2022,6/28/2022
641,b,sgs,2022,9,change,n,7/14/2022,JPEG,0.336090415,195,14,7,0,6/27/2022,6/28/2022
642,b,sgs,2022,9,change,n,7/17/2022,JPEG,0.334078313,198,17,7,0,6/27/2022,6/28/2022
643,b,sgs,2022,9,change,n,7/20/2022,JPEG,0.336262975,201,20,7,0,6/27/2022,6/28/2022
644,b,sgs,2022,9,change,n,7/23/2022,JPEG,0.33622612,204,23,7,0,6/27/2022,6/28/2022
645,b,sgs,2022,9,change,n,7/29/2022,JPEG,0.33569878,210,29,7,0,6/27/2022,6/28/2022
646,b,sgs,2022,9,change,n,8/12/2022,JPEG,0.334630303,224,12,8,0,6/27/2022,6/28/2022
647,b,sgs,2022,9,change,n,8/26/2022,JPEG,0.336830338,238,26,8,0,6/27/2022,6/28/2022
748,c,sgs,2022,18,change,n,8/26/2022,JPEG,0.333005789,238,26,8,20,6/25/2022,6/26/2022
749,c,sgs,2022,17,change,n,8/26/2022,JPEG,0.335395233,238,26,8,5,6/25/2022,6/26/2022
750,c,sgs,2022,17,change,n,7/17/2022,JPEG,0.337506214,198,17,7,5,6/25/2022,6/26/2022
751,c,sgs,2022,18,change,n,7/23/2022,JPEG,0.335343651,204,23,7,20,6/25/2022,6/26/2022
752,c,sgs,2022,18,change,n,8/12/2022,JPEG,0.334779742,224,12,8,20,6/25/2022,6/26/2022
754,c,sgs,2022,17,change,n,8/12/2022,JPEG,0.333060193,224,12,8,5,6/25/2022,6/26/2022
759,c,sgs,2022,17,change,n,7/14/2022,JPEG,0.335849253,195,14,7,5,6/25/2022,6/26/2022
762,c,sgs,2022,17,change,n,7/20/2022,JPEG,0.335785272,201,20,7,5,6/25/2022,6/26/2022
765,c,sgs,2022,18,change,n,6/25/2022,JPEG,0.336414949,176,25,6,20,6/25/2022,6/26/2022
766,c,sgs,2022,18,change,n,7/8/2022,JPEG,0.333881283,189,8,7,20,6/25/2022,6/26/2022
767,c,sgs,2022,17,change,n,7/8/2022,JPEG,0.334407413,189,8,7,5,6/25/2022,6/26/2022
769,c,sgs,2022,18,change,n,7/20/2022,JPEG,0.334611289,201,20,7,20,6/25/2022,6/26/2022
770,c,sgs,2022,19,change,n,7/26/2022,JPEG,0.335798543,207,26,7,10,6/25/2022,6/26/2022
771,c,sgs,2022,19,change,n,7/29/2022,JPEG,0.333735898,210,29,7,10,6/25/2022,6/26/2022
772,c,sgs,2022,17,change,n,7/23/2022,JPEG,0.335807911,204,23,7,5,6/25/2022,6/26/2022
773,c,sgs,2022,18,change,n,7/29/2022,JPEG,0.333489371,210,29,7,20,6/25/2022,6/26/2022
777,c,sgs,2022,19,change,n,8/26/2022,JPEG,0.333980294,238,26,8,10,6/25/2022,6/26/2022
785,c,sgs,2022,19,change,n,8/12/2022,JPEG,0.334791793,224,12,8,10,6/25/2022,6/26/2022
793,c,sgs,2022,17,change,n,7/5/2022,JPEG,0.337580865,186,5,7,5,6/25/2022,6/26/2022
794,c,sgs,2022,18,change,n,7/14/2022,JPEG,0.335023106,195,14,7,20,6/25/2022,6/26/2022
797,c,sgs,2022,19,change,n,7/23/2022,JPEG,0.335374902,204,23,7,10,6/25/2022,6/26/2022
799,c,sgs,2022,18,change,n,6/29/2022,JPEG,0.336212232,180,29,6,20,6/25/2022,6/26/2022
801,c,sgs,2022,18,change,n,7/5/2022,JPEG,0.335316496,186,5,7,20,6/25/2022,6/26/2022
802,c,sgs,2022,19,change,n,7/3/2022,JPEG,0.33496264,184,3,7,10,6/25/2022,6/26/2022
804,c,sgs,2022,19,change,n,6/25/2022,JPEG,0.33678156,176,25,6,10,6/25/2022,6/26/2022
810,c,sgs,2022,19,change,n,6/29/2022,JPEG,0.335748276,180,29,6,10,6/25/2022,6/26/2022
811,c,sgs,2022,19,change,n,7/11/2022,JPEG,0.335946826,192,11,7,10,6/25/2022,6/26/2022
812,c,sgs,2022,20,change,n,6/29/2022,JPEG,0.335722304,180,29,6,30,6/25/2022,6/26/2022
813,c,sgs,2022,20,change,n,7/3/2022,JPEG,0.335963534,184,3,7,30,6/25/2022,6/26/2022
814,c,sgs,2022,20,change,n,6/27/2022,JPEG,0.334126031,178,27,6,30,6/25/2022,6/26/2022
815,c,sgs,2022,17,change,n,7/26/2022,JPEG,0.336972387,207,26,7,5,6/25/2022,6/26/2022
816,c,sgs,2022,17,change,n,7/29/2022,JPEG,0.335138186,210,29,7,5,6/25/2022,6/26/2022
817,c,sgs,2022,20,change,n,7/5/2022,JPEG,0.334168556,186,5,7,30,6/25/2022,6/26/2022
820,c,sgs,2022,18,change,n,7/11/2022,JPEG,0.336685708,192,11,7,20,6/25/2022,6/26/2022
821,c,sgs,2022,19,change,n,7/8/2022,JPEG,0.335754073,189,8,7,10,6/25/2022,6/26/2022
822,c,sgs,2022,20,change,n,6/25/2022,JPEG,0.335860165,176,25,6,30,6/25/2022,6/26/2022
831,c,sgs,2022,20,change,n,7/8/2022,JPEG,0.334880833,189,8,7,30,6/25/2022,6/26/2022
839,c,sgs,2022,20,change,n,8/26/2022,JPEG,0.333553675,238,26,8,30,6/25/2022,6/26/2022
840,c,sgs,2022,18,change,n,7/3/2022,JPEG,0.336416191,184,3,7,20,6/25/2022,6/26/2022
843,c,sgs,2022,18,change,n,6/27/2022,JPEG,0.336389478,178,27,6,20,6/25/2022,6/26/2022
845,c,sgs,2022,19,change,n,6/27/2022,JPEG,0.336507247,178,27,6,10,6/25/2022,6/26/2022
849,c,sgs,2022,20,change,n,7/23/2022,JPEG,0.333982799,204,23,7,30,6/25/2022,6/26/2022
850,c,sgs,2022,18,change,n,7/17/2022,JPEG,0.336643505,198,17,7,20,6/25/2022,6/26/2022
853,c,sgs,2022,18,change,n,7/26/2022,JPEG,0.336708449,207,26,7,20,6/25/2022,6/26/2022
855,c,sgs,2022,20,change,n,7/11/2022,JPEG,0.336422588,192,11,7,30,6/25/2022,6/26/2022
857,c,sgs,2022,20,change,n,7/20/2022,JPEG,0.334239022,201,20,7,30,6/25/2022,6/26/2022
858,c,sgs,2022,20,change,n,7/14/2022,JPEG,0.335079421,195,14,7,30,6/25/2022,6/26/2022
859,c,sgs,2022,20,change,n,7/17/2022,JPEG,0.335991818,198,17,7,30,6/25/2022,6/26/2022
860,c,sgs,2022,21,change,n,6/27/2022,JPEG,0.337106153,178,27,6,0,6/25/2022,6/26/2022
861,c,sgs,2022,21,change,n,6/29/2022,JPEG,0.335987707,180,29,6,0,6/25/2022,6/26/2022
862,c,sgs,2022,21,change,n,7/8/2022,JPEG,0.33677304,189,8,7,0,6/25/2022,6/26/2022
863,c,sgs,2022,21,change,n,7/11/2022,JPEG,0.337277453,192,11,7,0,6/25/2022,6/26/2022
864,c,sgs,2022,21,change,n,7/3/2022,JPEG,0.336146585,184,3,7,0,6/25/2022,6/26/2022
865,c,sgs,2022,21,change,n,7/5/2022,JPEG,0.335750942,186,5,7,0,6/25/2022,6/26/2022
866,c,sgs,2022,21,change,n,6/25/2022,JPEG,0.33573061,176,25,6,0,6/25/2022,6/26/2022
871,c,sgs,2022,17,change,n,6/25/2022,JPEG,0.337778224,176,25,6,5,6/25/2022,6/26/2022
872,c,sgs,2022,17,change,n,6/27/2022,JPEG,0.33628986,178,27,6,5,6/25/2022,6/26/2022
873,c,sgs,2022,17,change,n,7/3/2022,JPEG,0.334609987,184,3,7,5,6/25/2022,6/26/2022
876,c,sgs,2022,20,change,n,7/26/2022,JPEG,0.33563775,207,26,7,30,6/25/2022,6/26/2022
877,c,sgs,2022,21,change,n,8/12/2022,JPEG,0.334746692,224,12,8,0,6/25/2022,6/26/2022
878,c,sgs,2022,21,change,n,8/26/2022,JPEG,0.334976356,238,26,8,0,6/25/2022,6/26/2022
883,c,sgs,2022,21,change,n,7/14/2022,JPEG,0.335905116,195,14,7,0,6/25/2022,6/26/2022
902,c,sgs,2022,21,change,n,7/26/2022,JPEG,0.336846893,207,26,7,0,6/25/2022,6/26/2022
904,c,sgs,2022,21,change,n,7/20/2022,JPEG,0.336285966,201,20,7,0,6/25/2022,6/26/2022
907,c,sgs,2022,21,change,n,7/17/2022,JPEG,0.336904286,198,17,7,0,6/25/2022,6/26/2022
908,c,sgs,2022,21,change,n,7/20/2022,JPEG,0.336285966,201,20,7,0,6/25/2022,6/26/2022
909,c,sgs,2022,21,change,n,7/23/2022,JPEG,0.336695746,204,23,7,0,6/25/2022,6/26/2022
911,c,sgs,2022,22,change,n,7/8/2022,JPEG,0.33674283,189,8,7,2.5,6/25/2022,6/26/2022
913,c,sgs,2022,17,change,n,6/29/2022,JPEG,0.335847542,180,29,6,5,6/25/2022,6/26/2022
916,c,sgs,2022,21,change,n,7/29/2022,JPEG,0.336135779,210,29,7,0,6/25/2022,6/26/2022
917,c,sgs,2022,22,change,n,6/27/2022,JPEG,0.33652702,178,27,6,2.5,6/25/2022,6/26/2022
918,c,sgs,2022,22,change,n,6/29/2022,JPEG,0.338038645,180,29,6,2.5,6/25/2022,6/26/2022
919,c,sgs,2022,22,change,n,7/3/2022,JPEG,0.3358556,184,3,7,2.5,6/25/2022,6/26/2022
924,c,sgs,2022,22,change,n,7/5/2022,JPEG,0.335977634,186,5,7,2.5,6/25/2022,6/26/2022
926,c,sgs,2022,19,change,n,7/20/2022,JPEG,0.335074681,201,20,7,10,6/25/2022,6/26/2022
927,c,sgs,2022,19,change,n,7/14/2022,JPEG,0.335223083,195,14,7,10,6/25/2022,6/26/2022
928,c,sgs,2022,19,change,n,7/5/2022,JPEG,0.336105965,186,5,7,10,6/25/2022,6/26/2022
929,c,sgs,2022,22,change,n,8/12/2022,JPEG,0.335517564,224,12,8,2.5,6/25/2022,6/26/2022
930,c,sgs,2022,22,change,n,8/26/2022,JPEG,0.335140459,238,26,8,2.5,6/25/2022,6/26/2022
951,c,sgs,2022,22,change,n,7/26/2022,JPEG,0.336346455,207,26,7,2.5,6/25/2022,6/26/2022
952,c,sgs,2022,22,change,n,7/29/2022,JPEG,0.335947902,210,29,7,2.5,6/25/2022,6/26/2022
956,c,sgs,2022,22,change,n,7/11/2022,JPEG,0.336266306,192,11,7,2.5,6/25/2022,6/26/2022
958,c,sgs,2022,20,change,n,7/29/2022,JPEG,0.333649948,210,29,7,30,6/25/2022,6/26/2022
959,c,sgs,2022,20,change,n,8/12/2022,JPEG,0.334277257,224,12,8,30,6/25/2022,6/26/2022
960,c,sgs,2022,23,change,n,7/8/2022,JPEG,0.33474534,189,8,7,7.5,6/25/2022,6/26/2022
962,c,sgs,2022,23,change,n,7/3/2022,JPEG,0.335313053,184,3,7,7.5,6/25/2022,6/26/2022
963,c,sgs,2022,23,change,n,7/20/2022,JPEG,0.335116482,201,20,7,7.5,6/25/2022,6/26/2022
964,c,sgs,2022,23,change,n,7/11/2022,JPEG,0.336457969,192,11,7,7.5,6/25/2022,6/26/2022
965,c,sgs,2022,23,change,n,7/14/2022,JPEG,0.334981838,195,14,7,7.5,6/25/2022,6/26/2022
966,c,sgs,2022,23,change,n,7/5/2022,JPEG,0.334080057,186,5,7,7.5,6/25/2022,6/26/2022
967,c,sgs,2022,23,change,n,6/25/2022,JPEG,0.335289823,176,25,6,7.5,6/25/2022,6/26/2022
968,c,sgs,2022,23,change,n,6/27/2022,JPEG,0.335439874,178,27,6,7.5,6/25/2022,6/26/2022
969,c,sgs,2022,23,change,n,6/29/2022,JPEG,0.333841987,180,29,6,7.5,6/25/2022,6/26/2022
970,c,sgs,2022,23,change,n,7/17/2022,JPEG,0.336870679,198,17,7,7.5,6/25/2022,6/26/2022
993,c,sgs,2022,22,change,n,7/17/2022,JPEG,0.336665239,198,17,7,2.5,6/25/2022,6/26/2022
994,c,sgs,2022,22,change,n,7/23/2022,JPEG,0.336268456,204,23,7,2.5,6/25/2022,6/26/2022
995,c,sgs,2022,22,change,n,7/14/2022,JPEG,0.335888994,195,14,7,2.5,6/25/2022,6/26/2022
996,c,sgs,2022,22,change,n,7/20/2022,JPEG,0.335442744,201,20,7,2.5,6/25/2022,6/26/2022
997,c,sgs,2022,23,change,n,8/26/2022,JPEG,0.337411766,238,26,8,7.5,6/25/2022,6/26/2022
1002,c,sgs,2022,23,change,n,8/12/2022,JPEG,0.335206297,224,12,8,7.5,6/25/2022,6/26/2022
1003,c,sgs,2022,23,change,n,7/23/2022,JPEG,0.335823726,204,23,7,7.5,6/25/2022,6/26/2022
1004,c,sgs,2022,23,change,n,7/20/2022,JPEG,0.335116482,201,20,7,7.5,6/25/2022,6/26/2022
1005,c,sgs,2022,23,change,n,7/29/2022,JPEG,0.334113788,210,29,7,7.5,6/25/2022,6/26/2022
